Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated
Crucible Brewing Co - Woodinville Forge,12826 NE 178th St - Suite C,Woodinville,WA,98072,"Woodinville, WA, King",www.facebook.com/cruciblebrewingwoodinville,425-483-9855,BC/TR,,
Crue Brew Brewery,95 Ryan Dr - #6,Raynham,MA,2767,"Raynham, MA, Bristol",www.cruebrewbrewery.com,508-272-6090,BC/TR,,
Crusader Brewing Co,5880 District Blvd - Suite 18,Bakersfield,CA,93313,"Bakersfield, CA, Kern",www.crusaderbrewing.com,661-472-8349,BC/TR,,
Crushed by Giants Brewing Co,601 N Rush St,Chicago,IL,60611,"Chicago, IL, Cook",crushedbygiants.com,312-544-0322,BP,,
Crux Fermentation Project,50 Division St SW,Bend,OR,97702,"Bend, OR, Deschutes",www.cruxfermentation.com/,541-385-3333,BC/TR,,
Cruz Blanca Brewery & Taqueria,900 W Randolph St,Chicago,IL,60607,"Chicago, IL, Cook",www.cruzblanca.com/,512-517-8743,BP,,
Crying Eagle Brewing Co,1165 E McNeese St‚Ä†,Lake Charles,LA,70607,"Lake Charles, LA, Calcasieu",www.cryingeagle.com,844-676-7448‚Ä†,BP,,
Crystal Coast Brewing Co,702 Arendell St,Morehead City,NC,28557,"Morehead City, NC, Carteret",www.crystalcoastbrewingcompany.com,,BC,NEW,10/18/2021
Crystal Lake Brewing Co,150 N Main St,Crystal Lake,IL,60014,"Crystal Lake, IL, McHenry",www.crystallakebrew.com/,779-220-9288,BC/TR,,
Crystal Springs Brewing Co,657 S Taylor Ave - #E,Louisville,CO,80027,"Louisville, CO, Boulder",www.crystalspringsbrewing.com/,303-665-8888,BC/TR,,
CT Doxey Brewing Co (Oakley Bros Distillery),718 Jackson St,Anderson,IN,46016,"Anderson, IN, Madison",www.oakleybrothersdistillery.com,765-274-5590,BP,,
Cueni Brewing Co,945 Huntley Ave,Dunedin,FL,34698,"Dunedin, FL, Pinellas",www.cuenibrewing.com/,727-266-4102,BC/TR,,
Culmination Brewing Co,2117 NE Oregon St,Portland,OR,97232,"Portland, OR, Multnomah",culminationbrewing.com/,971-254-9114,BC/TR,,
Cult Classic Brewing Co,1169 Shopping Center Rd,Stevensville,MD,21666,"Stevensville, MD, Queen Anne's",cultclassicbrewing.com/,443-223-6480,BC/TR,,
Cultivate Brewing Co,961 E Shawnee Rd,Berrien Springs,MI,49103,"Berrien Springs, MI, Berrien",www.cultivatebrewing.com/,269-422-1324,BC/TR,,
Cultivation Brewing Co,650 Langford Dr,Norcross,GA,30071,"Norcross, GA, Gwinnett",www.cultivationbrew.com,,BC/TR,NEW,5/2/2021
Culture Brewing Co,111 S Cedros Ave - #200,Solona Beach,CA,92075,"Solana Beach, CA, San Diego",www.culturebrewingco.com/,858-345-1144,BC/TR,,
Culver Beer Co,2719 Loker Ave W - Suite D,Carlsbad,CA,92010,"Carlsbad, CA, San Diego",www.culverbeer.com/,760-814-2355,BC/TR,,
Cumberland Brews Microbrewery & Rest.,1576 Bardstown Rd,Louisville,KY,40205,"Louisville, KY, Jefferson",www.facebook.com/pages/Cumberland-Brewery/158011480876028?sk=timeline/,502-458-8727,BP,,
Curio Brewing Co,216 Noah Dr,Franklin,TN,37064,"Franklin, TN, Williamson",curiobrewing.com,615-472-1124,BC/TR,,
Currahee Brewing Co,25 Main St,Alpharetta,GA,30009,"Alpharetta, GA, Fulton",www.curraheebrew.com,770-696-2097,BC/TR,,
Currahee Brewing Co,100 Lakeside Dr,Franklin,NC,28734,"Franklin, NC, Macon",www.curraheebrew.com,828-634-0078,BC/TR,,
Curran Brewing Co,6230 Bloomington Rd,Moscow,PA,18444,"Moscow, PA, Lackawanna",www.curranbrewing.com,570-795-9490,BC,,
Cushnoc Brewing Co,243 Water St,Augusta,ME,4330,"Augusta, ME, Kennebec",www.cushnocbrewing.com,207-213-6332,BP,,
Cushwa Brewing Co,10210 Governor Lane Blvd -Suite 1010,Williamsport,MD,21795,"Williamsport, MD, Washington",www.cushwabrewing.com/,717-816-3165,BC/TR,,
Cut Bank Creek Brewery,315 E Rail Rd,Cut Bank,MT,59427,"Cut Bank, MT, Glacier",www.cutbankcreekbrewery.com,406-229-0298,BC/TR,,
Cuyuna Brewing Co,1 E Main St,Crosby,MN,56441,"Crosby, MN, Crow Wing",www.cuyunabrewing.com,218-866-0914,BC/TR,,
Cycle Brewing Co,534 Central Ave,St Petersburg,FL,33701,"Saint Petersburg, FL, Pinellas",www.facebook.com/pages/Cycle-Brewing/454861824560821/,727-320-7954,BC/TR,,
Cyclers Brewing Co,12684 FM 149 Rd,Montgomery,TX,77316,"Montgomery, TX, Montgomery",www.cyclersbrewing.com/,713-569-2485,BC,,
Cynosure Brewing Co,144 E Potter Dr - Unit E,Anchorage,AK,99518,"Anchorage, AK, Anchorage",www.facebook.com/CynosureBrewing,907-563-2966,BC/TR,,
Cypress & Grove Brewing Co,1001 NW 4th St,Gainesville,FL,32601,"Gainesville, FL, Alachua",cypressandgrove.com,641-990-0950,BC/TR,,
Cypress Brewing Co,30 Nixon Lane - Unit 1E,Edison,NJ,8837,"Edison, NJ, Middlesex",www.facebook.com/CypressBrewingCo/,732-243-9565,BC/TR,,
Cypress Coast Brewing Co,5643 Government St,Baton Rouge,LA,70806,"Baton Rouge, LA, East Baton Rouge",www.cypresscoastbrewing.com,225-333-8849,BC/TR,,
Cypress Creek Southern Ales,200 E Carnegie St,Winnsboro,TX,75494,"Winnsboro, TX, Wood",www.cypresscreeksouthernales.com,208-841-4159,BC/TR,,
Cypress Grove Brewing Co,1414 N 2400 East Rd,Assumption,IL,62510,"Assumption, IL, Christian",www.cypressgrovefarmstore.com/Brewing.asp,217-254-9374,BC/TR,NEW,7/29/2021
Czanns Brewing Co,505 Lea Ave,Nashville,TN,37203,"Nashville, TN, Davidson",www.facebook.com/Czanns/,615-748-1399,BC/TR,,
Czars Brewery,2 Center St,Exeter,NH,3833,"Exeter, NH, Rockingham",www.facebook.com/pages/category/Brewery/Czars-Brewery-350336139097693,603-583-5539,BP,,
Czig Meister Brewing Co,106 Valentine St,Hackettstown,NJ,7840,"Hackettstown, NJ, Warren",www.czigmeisterbrewing.com/,908-651-5492,BC/TR,,
D and G Brewing Co,303 N 4th St - Suite A,Saint Charles,IL,60174,"Saint Charles, IL, Kane",www.facebook.com/dandgbrewery/,773-203-2325,BC/TR,,
D. Litchs Beer Co (Depot Nuevo),1139 Wilmette Ave,Wilmette,IL,60091,"Wilmette, IL, Cook",www.dlitchsbeer.com,773-318-1289,BP,,
D9 Brewing Co,11138-C Treynorth Dr,Cornelius,NC,28031,"Cornelius, NC, Mecklenburg",www.facebook.com/d9brewing,704-458-9368,BC/TR,,
D9 Brewing Co,425 N Main St,Hendersonville,NC,28792,"Hendersonville, NC, Henderson",www.d9brewing.com/menu-hendersonville.html,828-233-5939,BC/TR,NEW,5/2/2021
D9 Brewing Co (The Pavilion at Uptown),650 E Stonewall St,Charlotte,NC,28202,"Charlotte, NC, Mecklenburg",www.d9brewing.com/menu-uptown-charlotte.html,704-691-0314,BC/TR,NEW,5/2/2021
Dad & Dudes Breweria - CLOSED 2019,6730-D South Cornerstar Way - Suite D,Aurora,CO,80016,"Aurora, CO, Arapahoe",,303-400-5699,BP,REVISED,10/17/2021
Daft Badger Brewing Co,1710 N 2nd St,Coeur dAlene,ID,83814,"Coeur D Alene, ID, Kootenai",daftbadgerbrewing.com/,208-665-9892,BP,,
Dahlonega Brewery (Etowah Meadery),3003 Morrison Moore Ply E,Dahlonega,GA,30533,"Dahlonega, GA, Lumpkin",www.etowahmeadery.com,706-864-6323,BC/TR,,
Dakota Point Brewing Co,405 Canal St - Suite 1200,Rapid City,SD,57701,"Rapid City, SD, Pennington",www.dakotapointbrewing.com/,605-791-2739,BC/TR,,
Dakota Shivers Brewing Co,717 W Main St,Lead,SD,57754,"Lead, SD, Lawrence",dakotashiversbrewing.com/,605-415-5352,BC/TR,,
Dakota Territory Brewing Co,224 S Main Ave,Aberdeen,SD,57401,"Aberdeen, SD, Brown",www.facebook.com/DakotaTerritoryBrewing,314-484-3274,BC,,
DaleView Biscuits and Beer,1170 Nostrand Ave,Brooklyn,NY,11225,"Brooklyn, NY, Kings",www.biscuitsandbeer.nyc,347-240-5110,BP,NEW,5/2/2021
Dalton Brewing Co,112 W King St,Dalton,GA,30720,"Dalton, GA, Whitfield",www.daltonbrewing.com,706-804-2739,BC/TR,,
Dalton Union Winery,21100 Shirk Rd,Marysville,OH,43040,"Marysville, OH, Union",daltonunion.com,937-645-5889,BC/TR,,
Dam Brewhouse The,1323 Rte 175,Campton,NH,3223,"Campton, NH, Grafton",www.dambrewhouse.com,603-726-8879,BC/TR,,
Damascus Brewery,32173 Government Rd,Damascus,VA,24236,"Damascus, VA, Washington",www.thedamascusbrewery.com/,540-314-2782,BC/TR,,
Damgoode Pies,500 Pres Clinton Ave,Little Rock,AR,72201,"Little Rock, AR, Pulaski",www.damgoodepies.com/,501-664-2239,BP,,
Damsel Brew Pub,209 N Wabash Ave,Evansville,IN,47712,"Evansville, IN, Vanderburgh",www.damselbrewpub.com,812-909-1956,BP,REVISED,5/31/2021
Dancing Fox,27 E Locust St,Lodi,CA,95240,"Lodi, CA, San Joaquin",,209-366-2634,BC,,
Dancing Gnome Beer Co,925 Main St,Pittsburgh,PA,15215,"Pittsburgh, PA, Allegheny",www.dancinggnomebeer.com,412-408-2083,BC/TR,,
Dancing Kilt Brewery,12912 Old Stage Rd,Chester,VA,23836,"Chester, VA, Chesterfield",www.dancingkiltbrewery.com,804-318-1381,BC/TR,,
Dangerous Man Brewing Co,1300 Second St NE,Minneapolis,MN,55413,"Minneapolis, MN, Hennepin",www.dangerousmanbrewing.com/,612-209-2626,BC/TR,,
Dangerous Man Brewing Co (AB In-Bev),1300 2nd St NE,Minneapolis,MN,55413,"Minneapolis, MN, Hennepin",dangerousmanbrewing.com,612-236-4087,BC/TR,,
Dangerous Minds Brewing Co,1901 N Federal Hwy - Suite E115,Pompano Beach,FL,33062,"Pompano Beach, FL, Broward",dangerousmindsbrewing.com,954-657-8676,BP,,
Danielmarks Brewery & Tap Room,209 E 18th St,Cheyenne,WY,82001,"Cheyenne, WY, Laramie",www.danielmarksbrewing.com/,307-514-0411,BC/TR,,
DankHouse Brewing Co,161 Forry St,Newark,OH,43055,"Newark, OH, Licking",www.dankhousebrewing.com,740-915-6413,BC/TR,,
Danny Boy Beer Works,12702 Meeting House Rd,Carmel,IN,46032,"Carmel, IN, Hamilton",dannyboybeerworks.com/,317-564-0622,BP,,
Danville Brewing Co,200 Railroad Ave - Suite A,Danville,CA,94526,"Danville, CA, Contra Costa",www.danvillebrewing.com,925-217-4172,BP,,
Daredevil Brewing Co,1151 Main St,Indianapolis,IN,46224,"Indianapolis, IN, Marion",www.daredevilbeer.com/,765-405-8051,BC/TR,,
Dark City Brewing Co,801 2nd Ave,Asbury Park,NJ,7712,"Asbury Park, NJ, Monmouth",www.darkcitybrewing.com/,732-455-3792,BC/TR,,
Dark Horse Brewing Co,511 S Kalamazoo Ave,Marshall,MI,49068,"Marshall, MI, Calhoun",www.darkhorsebrewery.com/,269-781-9940,BP,,
Dark Sky Brewing Co,117-A N Beaver St,Flagstaff,AZ,86001,"Flagstaff, AZ, Coconino",www.darkskybrewing.com/,928-440-5151,BC/TR,,
DarkHeart Brewing Co,4339 Auburn Blvd - Suite B,Sacramento,CA,95841,"Sacramento, CA, Sacramento",darkheartbrewing.com,916-333-1192,BC/TR,NEW,5/2/2021
Darkness Brewing Co,224 Fairfield Ave,Bellevue,KY,41073,"Bellevue, KY, Campbell",www.facebook.com/darknessbrewing,859-859-8598,BC/TR,,
Darwin Brewing Co,803 17th Ave W,Bradenton,FL,34205,"Bradenton, FL, Manatee",darwinbrewingco.com/,941-747-1970,BC/TR,,
Davidson Brothers Brewing Co,184 Glen St,Glens Falls,NY,12801,"Glens Falls, NY, Warren",www.davidsonbrothers.com/,518-743-9026,BP,,
Day Block Brewing Co,1105 Washington Ave S,Minneapolis,MN,55415,"Minneapolis, MN, Hennepin",www.dayblockbrewing.com/,612-617-7793,BP,,
Daydreaming Brewing Co,1 ½ E Broadway,Derry,NH,3038,"Derry, NH, Rockingham",www.facebook.com/daydreamingbc,603-965-3454,BC/TR,,
Dayton Beer Co,41 Madison St,Dayton,OH,45402,"Dayton, OH, Montgomery",thedaytonbeerco.com/,937-228-2337,BC/TR,,
Daytona Beach Brewing Co,482 Fentress Blvd - Unit N,Daytona Beach,FL,32114,"Daytona Beach, FL, Volusia",www.daytonabeachbrewingcompany.com/,844-352-2337,BC/TR,,
DC Brau Brewing Co,3178-B Bladensburg Rd NE,Washington,DC,20018,"Washington, DC, District of Columb",www.dcbrau.com/,202-621-8890,BC,,
DC Oakes Brewhouse & Eatery,3581 E Harmony Rd - Suite 110,Fort Collins,CO,80528,"Fort Collins, CO, Larimer",www.dcoakesbrewhouse.com,970-286-2076,BP,,
de Bine Brewing Co,993 Florida Ave,Palm Harbor,FL,34683,"Palm Harbor, FL, Pinellas",www.facebook.com/deBineBrews/,727-233-7964,BC/TR,,
de Garde Brewing Co,6000 Blimp Blvd - Unit A,Tillamook,OR,97141,"Tillamook, OR, Tillamook",www.degardebrewing.com/,503-815-1635,BC/TR,,
De La Vegas Pecan Grill & Brewery,500 S Telshor,Las Cruces,NM,88011,"Las Cruces, NM, Doña Ana",www.pecangrill.com/,575-521-1099,BP,,
De Steeg Brewing Co,4342 Tennyson St - Rear,Denver,CO,80212,"Denver, CO, Denver",www.desteegbrewing.com/,303-484-9698,BC/TR,,
Dead Armadillo Craft Brewing Co,1004 E 4th St,Tulsa,OK,74120,"Tulsa, OK, Tulsa",www.dabrewery.com/,918-232-8627,BC/TR,,
Dead Bear Brewing Co,2552 S I-75 Business Loop,Grayling,MI,49738,"Grayling, MI, Crawford",www.facebook.com/MainstreamSteakandRibs/,989-745-6289,BP,,
Dead Bird Brewing,1726 N Fifth St,Milwaukee,WI,53212,"Milwaukee, WI, Milwaukee",www.deadbirdbrewing.com,414-930-0707,BP,,
Dead Eric Brewing Co,433 Old House Rd,Ridgeland,SC,29936,"Ridgeland, SC, Jasper",deadericbrewing.com,843-338-3693,BC/TR,,
Dead Lizard Brewing Co,4507 36th St,Orlando,FL,32811,"Orlando, FL, Orange",deadlizardbrewingcompany.com,407-710-8949,BC/TR,,
Dead Low Brewing Co,5959 Kellogg Ave,Cincinnati,OH,45230,"Cincinnati, OH, Hamilton",deadlow.com,513-800-1231,BP,,
Dead Oak Brewing Co,5925 Entrada Ave,Atascadero,CA,93422,"Atascadero, CA, San Luis Obispo",www.facebook.com/deadoakbrewing,805-464-2710,BC/TR,,
Deadbeach Brewery,406 S Durango St,El Paso,TX,79901,"El Paso, TX, El Paso",www.deadbeach.com/,915-261-7234,BP,,
Deadline Brewing Project,2272 W Great Neck Rd,Virginia Beach,VA,23451,"Virginia Beach, VA, Virginia Beach",www.deadlinebrewing.com,757-502-4980,BC/TR,,
Deadly Sins Brewing Co,750 Jackson Ave,Winter Park,FL,32789,"Winter Park, FL, Orange",deadlysins.fillthetaproom.com,407-900-8726,BC/TR,,
Dean & Co Craft Brewery,201 Grant Ave,La Junta,CO,81050,"La Junta, CO, Otero",,719-363-1019,BC,,
Deans Brothers Brewing Co,1006 S Hathaway St,Santa Ana,CA,92705,"Santa Ana, CA, Orange",www.deansbros.com/,714-542-2001,BC,,
Dearborn Brewing Co,21930 Michigan Ave,Dearborn,MI,48124,"Dearborn, MI, Wayne",dearbornbrewing.com/,313-914-4187,BC/TR,,
Death Ave Brewing Co,315 10th Ave,New York,NY,10001,"New York, NY, New York",www.deathave.com,212-695-8080,BP,,
Death of the Fox Brewing Co,119 Berkley Rd √± Unit B,Clarksboro,NJ,8020,"Clarksboro, NJ, Gloucester",www.deathofthefoxbrewing.com/,856-599-1655,BC/TR,,
Death Ridge Brewery,5393 Higher Ground Trail,Jeffersonton,VA,22724,"Jeffersonton, VA, Culpeper",www.deathridgebrewery.com,540-764-4057,BC/TR,NEW,5/2/2021
Death Valley Brewing Co,102 Old Spanish Trail Hwy,Tecopa,CA,92389,"Tecopa, CA, Inyo",www.deathvalleybrewing.com/,760-852-4273,BP,,
Debellation Brewing Co,822 Longwood Dr,Richmond Hill,GA,31314,"Fort Stewart, GA, Liberty",www.debellationbrewing.com,912-445-4282,BC/TR,NEW,5/2/2021
Debs Brewtopia,106 Cedar St NW,Elkader,IA,52043,"Elkader, IA, Clayton",www.debsbrewtopia.com/,563-880-5666,BC/TR,,
Decadent Ales,139 Hoyt Ave - Suite A,Mamaroneck,NY,10543,"Mamaroneck, NY, Westchester",www.decadentales.com,914-848-4060,BC/TR,,
Decatur Brew Works,101 N Main St,Decatur,IL,62523,"Decatur, IL, Macon",www.decaturbrewworks.com/,217-330-8683,BC/TR,,
Deception Brewing Co,174 Hwy 99W SW,Dundee,OR,97115,"Dundee, OR, Yamhill",www.deceptionbrewingco.com/,971-832-8054,BC/TR,,
Decibel Brewing Co,18204 Bothell Everett Hwy - Suite C,Bothell,WA,98012,"Bothell, WA, Snohomish",www.decibelbrewing.com,425-408-1946,BC/TR,,
Deciduous Brewing Co,12 Weaver St - Suite B,Newmarket,NH,3857,"Newmarket, NH, Rockingham",www.facebook.com/DeciduousBrew/,603-292-5809,BC/TR,,
Decipher Brewing Co,1740 Broadway St,Charlottesville,VA,22902,"Charlottesville, VA, Charlottesville",www.facebook.com/decipherbrewing,434-995-5777,BC/TR,,
Deep Brewing Co,2524 Cathay Ct,Tallahassee,FL,32308,"Tallahassee, FL, Leon",deepbrewing.com/,850-570-1478,BC/TR,,
Deep Ellum Brewing Co (CANarchy),2823 St. Louis St,Dallas,TX,75226,"Dallas, TX, Dallas",www.deepellumbrewing.com/,214-888-3322,BC/TR,,
Deep River Brewing Co,700 W Main St - Suite 102,Clayton,NC,27520,"Clayton, NC, Johnston",www.deepriverbrewing.com/,919-585-2296,BC/TR,,
Deep South Taco,6727 Transit Rd,Buffalo,NY,14221,"Buffalo, NY, Erie",deepsouthtaco.com,716-235-8464,BP,,
Deep Space Brewing Co,6482 Jacobson St,Hillsboro,OR,97124,"Hillsboro, OR, Washington",www.deepspacebrewing.com,503-629-8700,BP,NEW,10/18/2021
Deep Water Brew Pub,33 Tenney Hill,Blue Hill,ME,4614,"Blue Hill, ME, Hancock",www.arborvine.com/,207-374-2441,BP,,
Defiance Brewing Co,2100 Old US Hwy 40,Hays,KS,67601,"Hays, KS, Ellis",defiancebeer.com/,785-321-BEER,BC,,
Defiant Brewing Co,6 E Dexter Plaza,Pearl River,NY,10965,"Pearl River, NY, Rockland",www.defiantbrewing.com/,845-920-8602,BC/TR,,
Definitive Brewing Co,35 Industrial Way,Portland,ME,4103,"Portland, ME, Cumberland",www.definitivebrewing.com,207-446-4746,BC/TR,,
Deft Brewing Co,5328-A Banks St,San Diego,CA,92110,"San Diego, CA, San Diego",www.deftbrewing.com,858-999-5728,BC/TR,,
Deft Brewing Co,5328 Banks St - Suite A,San Diego,CA,92110,"San Diego, CA, San Diego",www.deftbrewing.com,858-999-5728,BC/TR,,
DeHops Brewing Co and Cafe,363 Cumming Ave NW,Walker,MI,49534,"Grand Rapids, MI, Kent",dehops.com,616-805-3363,BP,,
Del Cielo Brewing Co,701 Escobar St - Suite A701,Martinez,CA,94553,"Martinez, CA, Contra Costa",www.delcielobrewing.com,925-293-4286,BC/TR,,
Delafield Brewhaus,3832 Hillside Dr,Delafield,WI,53018,"Delafield, WI, Waukesha",www.delafield-brewhaus.com/,262-646-7821,BP,,
Delta Beer Lab,167 E Badger Rd,Madison,WI,53513,-1,www.delta.beer,608-640-4500,BC/TR,,
Delta Borne Brewing Co,5444 Watt Ave N,North Highlands,CA,95660,"North Highlands, CA, Sacramento",www.facebook.com/DeltaBorneBrew,,BC/TR,NEW,5/2/2021
Deluxe Brewing Co,635 Water Ave NE - Suite B,Albany,OR,97321,"Albany, OR, Linn",www.deluxebrewing.com/,541-928-7699,BC/TR,,
Democracy Brewing Co,35 Temple Place,Boston,MA,2111,"Boston, MA, Suffolk",www.democracybrewing.com/,207-838-4703,BP,,
Dempseys Brew Pub & Rest,333 W Camden St,Baltimore,MD,21201,"Baltimore, MD, Balt City",www.dempseysbaltimore.com/,410-843-7901,BP,,
Dempseys Brewery Restaurant & Pub,127 N Broadway,Watertown,SD,57201,"Watertown, SD, Codington",www.facebook.com/Dempseybrewery/,605-882-9760,BP,,
Dempseys Restaurant & Brewery,50 E Washington St,Petaluma,CA,94952,"Petaluma, CA, Sonoma",www.dempseys.com/,707-765-9694,BP,,
Den Smokehouse and Brewery,651 S Madera Ave,Kerman,CA,93630,"Kerman, CA, Fresno",www.thedenbrews.com,559-755-3412,BP,,
Denali Brewing Co,37083 Talkeetna Spur Rd,Talkeetna,AK,99676,"Talkeetna, AK, Matanuska-Susitna",www.denalibrewingcompany.com/,907-733-2536,BC/TR,,
Denizens Brewing Co,4550 Van Buren St,Riverdale Park,MD,20737,"Riverdale, MD, Prince George's",denizensbrewingco.com,240-582-6817,BP,,
Denizens Brewing Co,1115 East-West Hwy,Silver Spring,MD,20910,"Silver Spring, MD, Montgomery",denizensbrewingco.com/,301-557-9818,BC/TR,,
DeNovo Beverage Of Monmouth,105 S A St,Monmouth,IL,61462,"Monmouth, IL, Warren",www.denovobeverage.com/,309-509-7521,BC,,
Dented Keg Ale Works,5500 Main St – Suite 104,New Port Richey,FL,34652,"New Port Richey, FL, Pasco",www.dentedkegaleworks.com,727-232-2582,BC/TR,,
Dented Keg Brewing Co,700 Adams Shoppes,Mars,PA,16046,"Mars, PA, Butler",www.dentedkeg.com,724-591-5511,BP,,
Denton County Brewing Co,200 E McKinney St,Denton,TX,76201,"Denton, TX, Denton",www.dentoncountybrewingco.com/,940-435-0710,BC/TR,,
Denver Beer Co,5768 Olde Wadsworth Blvd,Arvada,CO,80002,"Arvada, CO, Jefferson",denverbeerco.com/arvada-taproom/,303-433-2739,BC/TR,,
Denver Beer Co,1695 Platte St,Denver,CO,80202,"Denver, CO, Denver",www.denverbeerco.com/,303-433-2739,BC/TR,,
Denver Beer Co,4455 Jason St,Denver,CO,80211,"Denver, CO, Denver",denverbeerco.com/,303-433-2739,BC/TR,,
Denver Beer Co ,2425 S Downing St,Denver,CO,80210,"Denver, CO, Denver",denverbeerco.com/downingst,303-433-2739,BP,NEW,10/18/2021
Denver ChopHouse & Brewery,1735 19th St,Denver,CO,80202,"Denver, CO, Denver",www.chophouse.com/,303-296-0800,BP,,
Denver Pearl Brewing Co,1875 S Pearl St,Denver,CO,80210,"Denver, CO, Denver",,303-968-6674,BC/TR,,
Departed Soles Brewing Co,150 Bay St - Suite 2a,Jersey City,NJ,7302,"Jersey City, NJ, Hudson",www.departedsoles.com/,201-479-8578,BC/TR,,
Depot Craft Brewery Distillery,325 E 4th St,Reno,NV,89512,"Reno, NV, Washoe",www.thedepotreno.com/,775-737-4330,BP,,
Depot Deli & Lounge,101 N Railroad St,Shenandoah,IA,51601,"Shenandoah, IA, Page",www.depotdeli.com/,712-246-4444,BP,,
Depot Saloon,9 S Race St,Greenville,PA,16125,"Greenville, PA, Mercer",www.depotsaloon.com/,724-588-4201,BC/TR,,
Depot Street Brewing,904 Depot St,Jonesborough,TN,37659,"Jonesborough, TN, Washington",www.depotstreetbrewing.com/,423-753-7628,BC,,
Der Blokken Brewery,1100 Perry A,Bremerton,WA,98310,"Bremerton, WA, Kitsap",www.facebook.com/DerBlokken/,360-377-2344,BP,,
Derive Brewing Co,2808 N. High St,Columbus,OH,43202,"Columbus, OH, Franklin",www.derivebeer.com,614-732-4816,BP,NEW,10/18/2021
Descendants Brewing Co (Ship Inn),61 Bridge St,Milford,NJ,8848,"Milford, NJ, Hunterdon",www.shipinn.com/,908-995-0188,BP,,
Deschutes Brewery,210 NW 11th Ave,Portland,OR,97209,"Portland, OR, Multnomah",www.deschutesbrewery.com/,503-296-4906,BP,,
Deschutes Brewery,1044 Bond St NW,Bend,OR,97701,"Bend, OR, Deschutes",www.deschutesbrewery.com/,541-382-9242,BP,,
Deschutes Brewery,901 SW Simpson Ave,Bend,OR,97702,"Bend, OR, Deschutes",www.deschutesbrewery.com/,541-385-8606,BC/TR,,
Deschutes Brewery,315 Market St SE,Roanoke,VA,24011,"Roanoke, VA, Roanoke City",www.deschutesbrewery.com/roanoke/,540-259-5204,BC/TR,,
Desert Beer Co,77770 Country Club Dr - Suite D,Palm Desert,CA,92211,"Palm Desert, CA, Riverside",www.desertbeercompany.com,760-360-5320,BC/TR,,
Desert Eagle Brewing Co,150 W Main St,Mesa,AZ,85201,"Mesa, AZ, Maricopa",www.deserteaglebrewing.com/,480-656-2662,BC/TR,,
Desert Edge Brewery at the Pub,273 Trolley Sq,Salt Lake City,UT,84102,"Salt Lake City, UT, Salt Lake",www.desertedgebrewery.com/,801-521-8917,BP,,
Desert Monks Brewing Co,1040 S Gilbert Rd - 101,Gilbert,AZ,85296,"Gilbert, AZ, Maricopa",www.desertmonksbrewing.com,480-525-7444,BC/TR,,
Desert Valley Brewing Co,3700 Ellison Rd NW,Albuquerque,NM,87114,"Albuquerque, NM, Bernalillo",www.facebook.com/Desert-Valley-Brewing-Company,505-899-8494,BP,,
Deslogetown Brewing Co (St. Francis Winery),1669 Pine Ridge Tr,Park Hills,MO,63601,"Park Hills, MO, St. Francois",www.deslogetown.com,573-431-4294,BC/TR,,
Desperate Times Brewery,1201 Carlisle Springs Rd,Carlisle,PA,17013,"Carlisle, PA, Cumberland",desperatetimesbrewery.com/,717-706-3192,BP,,
Destihl Brewery and Beer Hall,1200 Greenbriar Dr,Normal,IL,61761,"Normal, IL, McLean",www.destihl.com/brewery---beer-hall.html,309-420-0159,BP,,
Destihl Restaurant & Brew Works,318 S Towanda Ave - Shoppes at College Hills,Normal,IL,61761,"Normal, IL, McLean",www.destihl.com/,309-862-2337,BP,,
